0.0000000,0.6108968,0.0000000,0.2514908,0.0000000,0.0000000,0.7566921,0.8116721,0.0000000,0.7837243,0.2316934,0.0000000,0.7204049,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4878004,0.0000000,0.2555612,0.0000000,0.0000000,0.8820298,0.9435609,0.0000000,0.0000000,0.0000000,0.0000000,0.3656056,0.2912692,0.0000000,0.0000000,0.7786955,0.0000000,0.0000000,0.0000000,0.1967243,0.0000000,0.0000000,0.0000000,0.1576938,0.0000000,0.0000000,0.0000000,0.0000000,0.9459296,0.0000000,0.9911724,0.8614857,0.0000000,0.0000000,0.4745822,0.5789612,0.3362327,0.0000000,0.2839594,0.3328429,0.0000000,0.0000000,0.1542808,0.3432239,0.0000000,0.0000000,0.3646666,0.3574724,0.0000000,0.9812622,0.3123361,0.6376660,0.1143425,0.0000000,0.5969604,0.4796660,0.6029982,0.8697385,0.0000000,0.0615308,0.4457676,0.6973166,0.7714691,0.4035025,0.0000000,0.1411343,0.1920245,0.0000000,0.6173872,0.0850275,0.1563343,0.0000000,0.0000000,0.3790893,0.0000000,0.9174106,0.0000000,0.5211899,0.0000000,0.9323821,0.0000000
0.0749744,0.0000000,0.1030759,0.0000000,0.0000000,0.9741394,0.2481516,0.0297354,0.0000000,0.5150362,0.0000000,0.0000000,0.0000000,0.5906792,0.6575933,0.6057524,0.3005172,0.9383442,0.7448721,0.0044584,0.0901430,0.0000000,0.5003871,0.5139662,0.0917251,0.6667692,0.3570298,0.2566984,0.0180121,0.2974823,0.7892752,0.1494172,0.5693310,0.5458861,0.6175793,0.0000000,0.0498787,0.1584753,0.5044827,0.1179840,0.0000000,0.3557152,0.0000000,0.9596559,0.0000000,0.0000000,0.0000000,0.5515108,0.1290571,0.3303733,0.0731215,0.0000000,0.6602687,0.0000000,0.2805380,0.0000000,0.8461001,0.0000000,0.5607172,0.1371558,0.0000000,0.0000000,0.3475984,0.0000000,0.2877985,0.0000000,0.0000000,0.6086398,0.5845783,0.7698363,0.0000000,0.3580267,0.0000000,0.7629797,0.0000000,0.4110077,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.9361807,0.7941072,0.0000000,0.6681059,0.1216228,0.5479369,0.0000000,0.9830934,0.7308879,0.0000000,0.0000000,0.7056293,0.0000000,0.0000000,0.5826612,0.0000000,0.0000000,0.0000000
0.8527199,0.0000000,0.2731112,0.2963575,0.2238008,0.6439819,0.8027864,0.0000000,0.7326616,0.0000000,0.8193867,0.0000000,0.2062228,0.1261519,0.6520166,0.7376227,0.0000000,0.7037232,0.1200395,0.0000000,0.1213050,0.4273650,0.0000000,0.6157922,0.2498627,0.2347966,0.0000000,0.0000000,0.1003107,0.0000000,0.0000000,0.2244091,0.4013909,0.1807138,0.0000000,0.0000000,0.5702486,0.7432944,0.5312030,0.0000000,0.5062736,0.2649848,0.6136583,0.5009567,0.0000000,0.0308335,0.1156885,0.6873431,0.0000000,0.0865459,0.0736440,0.0000000,0.8254840,0.0000000,0.0000000,0.4730432,0.9762784,0.0000000,0.4625856,0.0000000,0.0000000,0.3441628,0.1163313,0.3146857,0.4051268,0.4609906,0.0000000,0.3468255,0.5863698,0.0012244,0.7493724,0.0000000,0.6925129,0.1128575,0.6542659,0.0000000,0.0000000,0.4712490,0.0261725,0.0000000,0.1066194,0.0000000,0.9562788,0.0000000,0.5818268,0.4639929,0.0000000,0.0000000,0.0000000,0.5309571,0.0000000,0.8579192,0.0000000,0.7545779,0.8068710,0.0000000,0.5884855,0.5829636,0.6544488,0.2150089
0.0000000,0.6059266,0.1334607,0.0000000,0.0000000,0.9800717,0.9549040,0.0210106,0.9307578,0.9000678,0.3838941,0.0000000,0.0000000,0.4459350,0.0000000,0.0000000,0.4489427,0.1237543,0.0000000,0.7517511,0.0000000,0.0000000,0.0000000,0.6840390,0.0000000,0.0000000,0.3798543,0.2514634,0.7150461,0.0000000,0.0000000,0.0004765,0.5475081,0.4676379,0.0000000,0.0000000,0.6355577,0.0000000,0.4618463,0.0000000,0.0000000,0.0000000,0.0000000,0.9569529,0.0000000,0.0000000,0.0000000,0.3511384,0.0000000,0.0000000,0.0000000,0.9117002,0.6581374,0.0919195,0.0000000,0.7522172,0.0000000,0.5341527,0.1426342,0.7512359,0.3498417,0.9453980,0.0000000,0.6396275,0.5024910,0.0000000,0.3762407,0.0629594,0.0000000,0.3033532,0.9441961,0.0000000,0.0000000,0.0000000,0.8370712,0.2402423,0.4988798,0.6692423,0.1105206,0.6138013,0.0000000,0.6151204,0.0921265,0.0000000,0.0000000,0.0000000,0.1313781,0.9328104,0.1374442,0.3794202,0.0000000,0.0000000,0.0000000,0.0000000,0.6858251,0.0000000,0.3030242,0.9614211,0.0000000,0.7867006
0.0000000,0.3883943,0.5102848,0.9073038,0.0000000,0.0000000,0.0000000,0.0000000,0.1832323,0.0000000,0.9634621,0.0000000,0.8015054,0.0000000,0.2941461,0.0000000,0.1132842,0.0000000,0.5884617,0.0000000,0.0000000,0.0000000,0.0000000,0.1609016,0.0000000,0.0000000,0.0000000,0.6449915,0.0000000,0.3396960,0.0000000,0.7409326,0.0000000,0.0000000,0.0000000,0.9894991,0.0000000,0.0000000,0.0000000,0.4562052,0.0000000,0.0000000,0.0000000,0.0000000,0.7450448,0.3093258,0.0000000,0.2481005,0.0000000,0.0000000,0.9011507,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1393524,0.2344317,0.0707281,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0450362,0.0000000,0.0000000,0.6971302,0.4011270,0.9103993,0.7205441,0.0000000,0.0000000,0.0000000,0.2325616,0.0442010,0.0000000,0.0000000,0.6646249,0.9990678,0.0000000,0.3120941,0.0000000,0.9184765,0.0000000,0.5818530,0.1321948,0.0286316,0.4719063,0.0381559,0.0219993,0.2094154,0.5535342,0.8631055,0.0000000,0.0000000
0.2511437,0.4153712,0.0000000,0.0000000,0.5028784,0.6076279,0.1930107,0.8268303,0.0000000,0.6925368,0.8088809,0.0000000,0.6132974,0.0000000,0.0000000,0.1837442,0.8820258,0.0000000,0.3958926,0.0000000,0.0000000,0.2689333,0.0000000,0.0000000,0.0489770,0.8420004,0.8852376,0.8719578,0.0000000,0.0000000,0.6227218,0.3330037,0.2244829,0.5783811,0.0000000,0.7261780,0.3838272,0.0000000,0.0000000,0.7918774,0.0000000,0.4935152,0.7248490,0.1644591,0.2668351,0.0000000,0.5839402,0.0000000,0.6904199,0.2607095,0.0000000,0.1034581,0.1160892,0.0000000,0.0000000,0.9966994,0.0000000,0.0000000,0.0000000,0.3031024,0.5938284,0.5684335,0.3179947,0.0000000,0.5705425,0.0000000,0.2182360,0.0000000,0.3477375,0.1631670,0.0000000,0.4062831,0.0000000,0.0000000,0.5485919,0.2600407,0.0000000,0.8895495,0.0000000,0.3819485,0.8258559,0.0000000,0.1936561,0.3027164,0.0333482,0.9744592,0.0000000,0.3706260,0.0000000,0.0000000,0.0000000,0.6157330,0.0087647,0.2477717,0.0000000,0.0000000,0.5033241,0.7098148,0.0065653,0.0000000
0.3447907,0.0000000,0.0000000,0.5129891,0.0000000,0.9804258,0.0000000,0.3981174,0.6739088,0.6552840,0.8036677,0.0000000,0.0000000,0.0000000,0.0000000,0.1464725,0.0000000,0.5135634,0.0000000,0.0000000,0.0000000,0.3088691,0.2073695,0.0000000,0.2606423,0.5150272,0.0000000,0.0000000,0.0000000,0.9193554,0.0000000,0.2631875,0.0000000,0.8834510,0.0000000,0.6618841,0.0000000,0.3732080,0.5010660,0.3528703,0.6101538,0.9524111,0.0000000,0.6943453,0.9443856,0.2117489,0.0000000,0.1056712,0.0000000,0.2922399,0.7102626,0.0000000,0.0000000,0.0000000,0.5301184,0.0000000,0.0000000,0.0146955,0.0000000,0.6629300,0.0000000,0.6248235,0.4308858,0.8794247,0.0000000,0.9111223,0.6538983,0.0000000,0.0000000,0.0000000,0.7546261,0.0000000,0.0000000,0.3630358,0.1175836,0.0000000,0.0000000,0.9821319,0.7919847,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.7779514,0.0579553,0.5393741,0.0000000,0.5325345,0.0000000,0.9286307,0.9668411,0.0950434,0.0000000,0.0000000,0.0000000,0.4719472,0.6933576,0.7915326
0.8277256,0.0000000,0.5004868,0.8649394,0.4617884,0.4706498,0.5948152,0.0000000,0.7790267,0.0000000,0.0000000,0.0000000,0.0000000,0.3615270,0.5164256,0.0000000,0.0000000,0.0773016,0.0000000,0.0000000,0.3627960,0.9780883,0.6326891,0.0000000,0.0000000,0.0000000,0.1992300,0.5821655,0.9821003,0.0000000,0.0029254,0.0000000,0.0000000,0.0000000,0.2708686,0.1409172,0.9951094,0.0000000,0.1852808,0.6458816,0.9126769,0.4259032,0.7819476,0.5141920,0.0000000,0.3615632,0.0000000,0.0000000,0.2246071,0.7570356,0.4500586,0.4697852,0.1186222,0.4103644,0.5155813,0.3970996,0.0000000,0.0000000,0.0000000,0.0000000,0.1155185,0.4479817,0.0000000,0.6884116,0.0000000,0.0000000,0.0000000,0.5326884,0.0000000,0.0000000,0.0000000,0.1360341,0.0000000,0.3226006,0.0000000,0.8136876,0.0000000,0.0000000,0.4720166,0.3976564,0.5040252,0.0000000,0.7377248,0.0000000,0.2157212,0.9910574,0.9803769,0.7722810,0.0000000,0.7009789,0.7366904,0.0000000,0.0395569,0.0000000,0.7812027,0.0000000,0.1564023,0.0000000,0.6978529,0.0000000
0.2594031,0.0000000,0.0000000,0.7839999,0.4353717,0.0000000,0.0000000,0.6130193,0.0000000,0.0000000,0.0000000,0.7107136,0.8726763,0.0000000,0.9621359,0.0000000,0.6803352,0.0000000,0.0000000,0.0000000,0.2773333,0.0000000,0.0105550,0.0000000,0.6479196,0.4233114,0.0000000,0.0000000,0.0000000,0.4386205,0.0000000,0.2440108,0.4620908,0.0000000,0.2086100,0.9009222,0.2858865,0.0385842,0.0000000,0.0000000,0.3026947,0.0000000,0.3915262,0.1919173,0.0000000,0.8650040,0.5833524,0.0000000,0.0000000,0.0000000,0.0000000,0.1081243,0.0000000,0.5984804,0.9610778,0.0000000,0.0000000,0.9041032,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4346014,0.5162045,0.0000000,0.0000000,0.7742967,0.0000000,0.8633863,0.3144228,0.8620596,0.0408159,0.0000000,0.0000000,0.0000000,0.0000000,0.6663839,0.8620873,0.0000000,0.0000000,0.2816405,0.7072152,0.0000000,0.0000000,0.2163811,0.0000000,0.0000000,0.8043405,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1831220,0.0000000,0.0000000,0.9812087,0.0249641
0.7696484,0.1436800,0.7818100,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5041113,0.7740666,0.0000000,0.0000000,0.7332986,0.9327996,0.9420298,0.4562746,0.7957877,0.0000000,0.0000000,0.0000000,0.3883102,0.0000000,0.3613670,0.0000000,0.6433062,0.1539925,0.0000000,0.0000000,0.0000000,0.8878072,0.2912201,0.0000000,0.3148982,0.6972956,0.0000000,0.6064511,0.0539984,0.2440682,0.7322684,0.4608681,0.0000000,0.0000000,0.0000000,0.7937774,0.0000000,0.5809249,0.4949288,0.5138612,0.9980248,0.2095499,0.0000000,0.7392365,0.0000000,0.7952692,0.5625316,0.0000000,0.2084394,0.0000000,0.0000000,0.0000000,0.8744050,0.0000000,0.0000000,0.0000000,0.5771880,0.1305541,0.9528666,0.0000000,0.4424902,0.3566907,0.0000000,0.1647663,0.0000000,0.0000000,0.4127992,0.1492109,0.4009691,0.0000000,0.0000000,0.0000000,0.6745077,0.0000000,0.3286586,0.0000000,0.9237084,0.3028734,0.0000000,0.7914030,0.0000000,0.0000000,0.0000000,0.3385079,0.0000000,0.5786605,0.1761030,0.0000000,0.0000000,0.7191541,0.0000000,0.7508716
